========	=========	======	=======	=======	========	=======	======	======	=======	=======	=========	=======	=======	========	=======	========
Date	Time	Temp	SpCond	Cond	Resist	TDS	Sal	DOsat	DO	DOchrg	Press	Depth	pH	pH	Orp	Battery
m/d/y	hh:mm:ss	C	mS/cm	uS/cm	Ohm*cm	g/L	ppt	%	mg/L		psia	feet		mV	mV	volts
--------	---------	------	-------	-------	--------	-------	------	------	-------	-------	---------	-------	-------	--------	-------	--------
11/17/2019	10:30:40	2.04	0.338	190	5272.4	0.22	0.16	116.3	16.05	35.7	15.612	2.569	8.24	-64.8	267.3	5.6
11/17/2019	10:45:40	2.17	0.339	191	5238.58	0.22	0.16	117.5	16.17	35.7	15.608	2.562	8.24	-64.8	266.9	5.6
11/17/2019	11:00:40	2.15	0.339	191	5235.03	0.22	0.16	117.4	16.15	35.7	15.607	2.558	8.24	-64.8	266.7	5.6
11/17/2019	11:15:40	2.19	0.339	191	5230.85	0.22	0.16	116.9	16.07	35.7	15.604	2.551	8.24	-64.6	266.5	5.6
11/17/2019	11:30:40	2.16	0.339	191	5231.58	0.22	0.16	116.5	16.03	35.7	15.603	2.549	8.24	-64.6	266.2	5.6
11/17/2019	11:45:40	2.15	0.34	192	5217.73	0.221	0.16	116.4	16.02	35.7	15.602	2.546	8.24	-64.6	266.7	5.6
11/17/2019	12:00:40	2.28	0.339	192	5209.85	0.22	0.16	117.3	16.09	35.7	15.598	2.538	8.24	-64.8	266.5	5.6
11/17/2019	12:15:40	2.26	0.34	192	5206.33	0.221	0.16	116.9	16.04	35.7	15.592	2.524	8.24	-64.7	267.1	5.6
11/17/2019	12:30:40	2.34	0.338	192	5212.34	0.22	0.16	117.4	16.08	35.7	15.585	2.509	8.24	-64.8	267.3	5.6
11/17/2019	12:45:40	2.33	0.338	192	5210.06	0.22	0.16	117.7	16.11	35.7	15.583	2.502	8.24	-64.6	267.8	5.6
11/17/2019	13:00:40	2.35	0.338	192	5211.2	0.22	0.16	118.5	16.21	34.6	15.577	2.49	8.24	-64.6	267.9	5.5
11/17/2019	13:15:40	2.39	0.339	192	5197.25	0.22	0.16	118.1	16.14	36.9	15.573	2.48	8.24	-64.6	268.5	5.6
11/17/2019	13:30:40	2.24	0.342	194	5164.89	0.223	0.16	118.3	16.24	34.6	15.564	2.461	8.24	-64.6	269.2	5.6
11/17/2019	13:45:40	2.25	0.343	194	5152.3	0.223	0.16	118.6	16.28	35.7	15.563	2.457	8.23	-64.5	269.8	5.6
11/17/2019	14:00:40	2.27	0.344	195	5132.43	0.224	0.16	118.9	16.3	35.7	15.558	2.446	8.24	-64.6	270.5	5.6
11/17/2019	14:15:40	2.31	0.344	195	5137.06	0.223	0.16	118.6	16.25	35.7	15.553	2.434	8.23	-64.5	270.8	5.6
11/17/2019	14:30:40	2.3	0.345	195	5122.8	0.224	0.16	119.5	16.38	36.9	15.549	2.424	8.23	-64.5	271.1	5.6
11/17/2019	14:45:40	2.31	0.344	195	5127.11	0.224	0.16	119	16.3	36.9	15.545	2.416	8.23	-64.5	271.4	5.6
11/17/2019	15:00:40	2.38	0.342	194	5144.01	0.222	0.16	118.5	16.2	35.7	15.544	2.413	8.23	-64.3	271.4	5.6
11/17/2019	15:15:40	2.38	0.342	194	5142.2	0.223	0.16	118.2	16.17	35.7	15.541	2.407	8.23	-64.3	271	5.6
11/17/2019	15:30:40	2.36	0.342	194	5144.82	0.223	0.16	118	16.14	35.7	15.537	2.397	8.23	-64.3	271.5	5.6
11/17/2019	15:45:40	2.37	0.343	195	5130.52	0.223	0.16	119.3	16.32	35.7	15.534	2.39	8.23	-64.3	271.5	5.6
11/17/2019	16:00:40	2.36	0.343	195	5134.94	0.223	0.16	118.4	16.2	35.7	15.531	2.382	8.23	-64.2	271.5	5.6
11/17/2019	16:15:40	2.35	0.344	195	5129.02	0.223	0.16	119.3	16.33	36.9	15.53	2.381	8.23	-64	271.1	5.6
11/17/2019	16:30:40	2.38	0.344	195	5125.51	0.223	0.16	119.8	16.38	35.7	15.531	2.383	8.22	-63.8	270.6	5.5
11/17/2019	16:45:40	2.35	0.344	195	5126.71	0.223	0.16	118.6	16.24	35.7	15.528	2.376	8.22	-63.6	270	5.6
11/17/2019	17:00:40	2.36	0.344	195	5129.02	0.223	0.16	118.3	16.19	35.7	15.526	2.373	8.22	-63.7	270	5.6
11/17/2019	17:15:40	2.46	0.342	195	5136.45	0.222	0.16	118	16.1	35.7	15.525	2.369	8.21	-63.5	270	5.6
11/17/2019	17:30:40	2.41	0.341	194	5156.25	0.222	0.16	117.4	16.04	35.7	15.522	2.363	8.21	-63.4	269.7	5.6
11/17/2019	17:45:40	2.49	0.34	194	5155.24	0.221	0.16	116.6	15.89	34.6	15.522	2.362	8.21	-63.3	270	5.6
11/17/2019	18:00:40	2.5	0.339	194	5166.11	0.221	0.16	116	15.81	35.7	15.521	2.359	8.21	-63	269.1	5.5
11/17/2019	18:15:40	2.53	0.339	193	5170.7	0.22	0.16	115.4	15.71	36.9	15.52	2.358	8.2	-62.9	269.3	5.5
11/17/2019	18:30:40	2.53	0.338	193	5177.85	0.22	0.16	114.6	15.61	34.6	15.519	2.356	8.2	-62.7	269.5	5.6
11/17/2019	18:45:40	2.53	0.338	193	5186.76	0.22	0.16	114.9	15.65	36.9	15.517	2.35	8.2	-62.6	269.3	5.6
11/17/2019	19:00:40	2.53	0.338	193	5184.91	0.22	0.16	114.9	15.65	35.7	15.517	2.35	8.2	-62.5	268.7	5.6
11/17/2019	19:15:40	2.51	0.337	192	5198.59	0.219	0.16	114.8	15.65	35.7	15.517	2.35	8.19	-62.3	267.3	5.6
11/17/2019	19:30:40	2.54	0.337	192	5200.96	0.219	0.16	114.4	15.57	35.7	15.514	2.344	8.19	-62.5	268.2	5.5
11/17/2019	19:45:40	2.54	0.336	192	5211.51	0.218	0.16	114.8	15.64	36.9	15.514	2.343	8.19	-62.4	268.2	5.6
11/17/2019	20:00:40	2.58	0.335	192	5214.1	0.218	0.16	114.2	15.54	35.7	15.51	2.335	8.2	-62.7	268.1	5.6
11/17/2019	20:15:40	2.6	0.335	191	5223.97	0.217	0.16	113	15.37	35.7	15.509	2.331	8.2	-62.7	268.9	5.6
11/17/2019	20:30:40	2.6	0.334	191	5226.68	0.217	0.16	113.3	15.4	35.7	15.509	2.333	8.2	-62.7	268.8	5.6
11/17/2019	20:45:40	2.6	0.334	191	5227.72	0.217	0.16	113.4	15.42	35.7	15.507	2.327	8.2	-62.7	269	5.6
11/17/2019	21:00:40	2.6	0.334	191	5231.37	0.217	0.16	113.5	15.43	35.7	15.506	2.326	8.2	-62.6	269	5.6
11/17/2019	21:15:40	2.58	0.334	191	5239.63	0.217	0.16	113.3	15.41	34.6	15.505	2.323	8.2	-62.6	269.2	5.6
11/17/2019	21:30:40	2.56	0.334	191	5245.82	0.217	0.16	113.6	15.46	35.7	15.502	2.317	8.19	-62.5	269	5.5
11/17/2019	21:45:40	2.55	0.334	191	5247.18	0.217	0.16	113.2	15.41	34.6	15.501	2.315	8.19	-62.4	268.4	5.6
11/17/2019	22:00:40	2.5	0.334	190	5253.49	0.217	0.16	113.5	15.46	35.7	15.5	2.311	8.19	-62.4	268.7	5.6
11/17/2019	22:15:40	2.39	0.335	190	5249.7	0.218	0.16	113.9	15.58	35.7	15.498	2.307	8.2	-62.5	268.9	5.6
11/17/2019	22:30:40	2.34	0.337	191	5230.22	0.219	0.16	116.7	15.98	35.7	15.494	2.298	8.21	-63.1	270.1	5.6
11/17/2019	22:45:40	2.31	0.337	191	5232.52	0.219	0.16	116.3	15.93	36.9	15.49	2.288	8.21	-63.1	270.6	5.5
11/17/2019	23:00:40	2.37	0.336	191	5234.4	0.219	0.16	115.9	15.85	35.7	15.487	2.281	8.21	-63.2	270.4	5.6
11/17/2019	23:15:40	2.42	0.336	191	5236.07	0.218	0.16	115.4	15.76	35.7	15.485	2.277	8.21	-63.2	270.6	5.5
11/17/2019	23:30:40	2.45	0.335	191	5236.28	0.218	0.16	114.8	15.67	35.7	15.484	2.275	8.2	-63	270.6	5.6
11/17/2019	23:45:40	2.48	0.335	191	5234.4	0.218	0.16	114.4	15.6	35.7	15.483	2.272	8.2	-62.9	270.4	5.5
11/18/2019	0:00:40	2.48	0.335	191	5237.43	0.218	0.16	113.9	15.53	34.6	15.479	2.263	8.2	-62.9	270.3	5.5
11/18/2019	0:15:40	2.49	0.335	191	5236.18	0.218	0.16	114.3	15.58	35.7	15.474	2.252	8.2	-62.9	270.6	5.6
11/18/2019	0:30:40	2.44	0.336	191	5230.22	0.218	0.16	114.2	15.59	34.6	15.472	2.248	8.2	-63	270.9	5.5
11/18/2019	0:45:40	2.4	0.337	191	5226.16	0.219	0.16	114.9	15.71	35.7	15.47	2.243	8.21	-63.2	272	5.5
11/18/2019	1:00:40	2.37	0.337	191	5228.66	0.219	0.16	115.4	15.78	35.7	15.466	2.233	8.21	-63.2	272.8	5.6
11/18/2019	1:15:40	2.33	0.337	191	5225.84	0.219	0.16	115.9	15.87	36.9	15.462	2.224	8.21	-63.4	272.6	5.6
11/18/2019	1:30:40	2.32	0.337	191	5228.45	0.219	0.16	116.2	15.91	34.6	15.458	2.215	8.22	-63.5	272.4	5.6
11/18/2019	1:45:40	2.31	0.338	192	5217.94	0.22	0.16	116.1	15.91	35.7	15.455	2.207	8.22	-63.5	272.6	5.6
11/18/2019	2:00:40	2.34	0.338	192	5217.52	0.22	0.16	115.3	15.79	35.7	15.451	2.198	8.22	-63.5	272.8	5.5
11/18/2019	2:15:40	2.33	0.338	192	5215.65	0.22	0.16	115.5	15.82	35.7	15.449	2.194	8.22	-63.5	273.1	5.5
11/18/2019	2:30:40	2.31	0.338	191	5221.99	0.22	0.16	115.9	15.88	35.7	15.448	2.192	8.22	-63.5	273.4	5.6
11/18/2019	2:45:40	2.34	0.337	191	5225.32	0.219	0.16	115.1	15.76	34.6	15.448	2.192	8.22	-63.5	273.8	5.6
11/18/2019	3:00:40	2.34	0.338	192	5220.02	0.22	0.16	115.2	15.77	36.9	15.447	2.189	8.21	-63.5	273.7	5.6
11/18/2019	3:15:40	2.37	0.338	192	5218.35	0.219	0.16	114.4	15.65	34.6	15.445	2.184	8.21	-63.4	273.6	5.5
11/18/2019	3:30:40	2.34	0.338	192	5218.25	0.22	0.16	115.1	15.76	35.7	15.442	2.177	8.21	-63.5	273.5	5.5
11/18/2019	3:45:40	2.34	0.338	192	5217.42	0.22	0.16	115.4	15.8	35.7	15.441	2.175	8.21	-63.5	273.5	5.5
11/18/2019	4:00:40	2.37	0.338	192	5215.76	0.22	0.16	115.4	15.78	34.6	15.44	2.173	8.21	-63.5	273.4	5.5
11/18/2019	4:15:40	2.37	0.338	192	5214.1	0.22	0.16	115.3	15.78	35.7	15.438	2.169	8.21	-63.4	273.2	5.6
11/18/2019	4:30:40	2.39	0.337	192	5219.5	0.219	0.16	115.2	15.75	35.7	15.437	2.166	8.21	-63.4	272.3	5.6
11/18/2019	4:45:40	2.32	0.338	192	5212.75	0.22	0.16	115.6	15.84	35.7	15.437	2.165	8.21	-63.5	272.3	5.5
11/18/2019	5:00:40	2.22	0.34	192	5201.48	0.221	0.16	116.6	16.02	35.7	15.435	2.162	8.22	-63.5	272	5.6
11/18/2019	5:15:40	2.25	0.341	193	5192.72	0.221	0.16	117	16.05	35.7	15.434	2.159	8.22	-63.6	271.5	5.5
11/18/2019	5:30:40	2.3	0.34	192	5197.04	0.221	0.16	116.4	15.95	35.7	15.431	2.153	8.22	-63.7	272	5.6
11/18/2019	5:45:40	2.19	0.342	193	5187.17	0.222	0.16	116.9	16.07	35.7	15.432	2.155	8.22	-63.7	271.9	5.6
11/18/2019	6:00:40	2.15	0.341	192	5203.33	0.222	0.16	116.5	16.03	35.7	15.431	2.153	8.22	-63.5	271.8	5.5
11/18/2019	6:15:40	2.29	0.34	192	5201.79	0.221	0.16	115.6	15.85	35.7	15.429	2.148	8.22	-63.7	271.8	5.6
11/18/2019	6:30:40	2.3	0.339	192	5200.75	0.221	0.16	115	15.76	34.6	15.429	2.148	8.22	-63.7	272.2	5.5
11/18/2019	6:45:40	2.31	0.339	192	5203.64	0.22	0.16	115.4	15.81	35.7	15.428	2.146	8.22	-63.7	271.8	5.5
11/18/2019	7:00:40	2.36	0.339	192	5201.37	0.22	0.16	115.5	15.81	35.7	15.426	2.139	8.22	-63.7	271.5	5.5
11/18/2019	7:15:40	2.37	0.338	192	5206.12	0.22	0.16	115.2	15.76	35.7	15.424	2.136	8.22	-63.7	271.7	5.6
11/18/2019	7:30:40	2.37	0.338	192	5203.23	0.22	0.16	115.1	15.74	35.7	15.423	2.133	8.22	-63.6	271.9	5.5
11/18/2019	7:45:40	2.35	0.338	192	5207.99	0.22	0.16	115.4	15.79	35.7	15.422	2.131	8.22	-63.5	272	5.6
11/18/2019	8:00:40	2.3	0.339	192	5200.65	0.221	0.16	115.1	15.77	35.7	15.419	2.124	8.22	-63.7	271.7	5.5
11/18/2019	8:15:40	2.35	0.339	192	5198.07	0.22	0.16	114.4	15.66	35.7	15.42	2.126	8.22	-63.6	271.5	5.5
11/18/2019	8:30:40	2.35	0.339	192	5199.31	0.22	0.16	114.4	15.66	34.6	15.419	2.124	8.22	-63.5	271.5	5.5
11/18/2019	8:45:40	2.37	0.338	192	5202.71	0.22	0.16	114.6	15.67	35.7	15.419	2.125	8.21	-63.4	271.4	5.6
11/18/2019	9:00:40	2.35	0.339	192	5201.99	0.22	0.16	115.2	15.77	35.7	15.418	2.123	8.21	-63.2	271.2	5.5
11/18/2019	9:15:40	2.3	0.339	192	5200.24	0.221	0.16	115.8	15.87	35.7	15.416	2.117	8.21	-63.1	271.2	5.5
11/18/2019	9:30:40	2.34	0.339	193	5193.64	0.221	0.16	115.3	15.78	34.6	15.414	2.112	8.21	-63	271.4	5.6
11/18/2019	9:45:40	2.38	0.339	193	5192.92	0.22	0.16	114.7	15.68	35.7	15.412	2.108	8.21	-63	271.5	5.5
11/18/2019	10:00:40	2.34	0.339	192	5203.44	0.22	0.16	114.3	15.65	35.7	15.408	2.098	8.2	-63	271.7	5.6
11/18/2019	10:15:40	2.32	0.339	192	5206.12	0.22	0.16	114.9	15.73	35.7	15.405	2.091	8.2	-63	271.9	5.6
11/18/2019	10:30:40	2.31	0.339	192	5198.9	0.221	0.16	115	15.76	35.7	15.405	2.091	8.2	-62.9	272	5.5
11/18/2019	10:45:40	2.23	0.34	192	5203.33	0.221	0.16	114.3	15.7	35.7	15.402	2.085	8.2	-62.7	271.9	5.5
11/18/2019	11:00:40	2.23	0.341	192	5196.42	0.221	0.16	114.7	15.74	34.6	15.4	2.08	8.2	-62.6	272.5	5.5
11/18/2019	11:15:40	2.22	0.341	192	5198.69	0.221	0.16	114.3	15.7	35.7	15.398	2.077	8.21	-63	272.3	5.5
11/18/2019	11:30:40	2.25	0.341	193	5192.61	0.221	0.16	114.4	15.7	35.7	15.398	2.076	8.21	-63	272.3	5.5
11/18/2019	11:45:40	2.29	0.34	193	5192.1	0.221	0.16	114.7	15.72	35.7	15.395	2.068	8.2	-63	272.4	5.5
11/18/2019	12:00:40	2.33	0.34	193	5185.42	0.221	0.16	114.9	15.73	35.7	15.391	2.059	8.2	-62.9	272.5	5.6
11/18/2019	12:15:40	2.35	0.34	193	5188.09	0.221	0.16	114.2	15.63	35.7	15.386	2.048	8.2	-62.8	272.6	5.6
11/18/2019	12:30:40	2.34	0.34	193	5189.84	0.221	0.16	114.5	15.68	35.7	15.382	2.04	8.21	-63	272.1	5.5
11/18/2019	12:45:40	2.33	0.34	193	5190.04	0.221	0.16	114.7	15.7	35.7	15.378	2.03	8.2	-62.9	271.9	5.5
11/18/2019	13:00:40	2.38	0.34	193	5178.77	0.221	0.16	114	15.59	35.7	15.376	2.024	8.2	-62.7	271.9	5.5
11/18/2019	13:15:40	2.4	0.34	193	5178.36	0.221	0.16	113.9	15.56	36.9	15.37	2.012	8.2	-62.6	271.5	5.5
11/18/2019	13:30:40	2.46	0.34	193	5168.66	0.221	0.16	113.8	15.52	35.7	15.369	2.008	8.2	-62.6	272	5.5
11/18/2019	13:45:40	2.49	0.34	194	5161.84	0.221	0.16	114.3	15.59	35.7	15.364	1.997	8.19	-62.4	272.2	5.5
11/18/2019	14:00:40	2.53	0.34	194	5155.75	0.221	0.16	113.5	15.46	35.7	15.361	1.99	8.2	-62.5	272.2	5.5
11/18/2019	14:15:40	2.56	0.34	194	5152.81	0.221	0.16	114	15.51	35.7	15.356	1.98	8.19	-62.3	272.1	5.5
11/18/2019	14:30:40	2.59	0.339	194	5150.78	0.221	0.16	114.1	15.51	36.9	15.354	1.973	8.19	-62.1	271.9	5.5
11/18/2019	14:45:40	2.59	0.339	194	5153.01	0.221	0.16	113.4	15.42	35.7	15.351	1.967	8.18	-62	272	5.5
11/18/2019	15:00:40	2.59	0.339	194	5159.3	0.22	0.16	113.2	15.39	34.6	15.348	1.961	8.18	-62	272.2	5.5
11/18/2019	15:15:40	2.58	0.339	194	5163.77	0.22	0.16	113.4	15.42	35.7	15.345	1.954	8.18	-61.8	272.2	5.5
11/18/2019	15:30:40	2.56	0.338	193	5171.41	0.22	0.16	113.2	15.41	35.7	15.344	1.95	8.19	-62.2	272.4	5.5
11/18/2019	15:45:40	2.59	0.339	194	5164.08	0.22	0.16	113.8	15.48	35.7	15.342	1.947	8.18	-62	272.2	5.5
11/18/2019	16:00:40	2.59	0.338	193	5171.41	0.22	0.16	113.3	15.41	35.7	15.339	1.941	8.18	-61.8	272.1	5.5
11/18/2019	16:15:40	2.54	0.339	193	5173.25	0.22	0.16	114.5	15.59	35.7	15.339	1.94	8.19	-62.2	272.5	5.5
11/18/2019	16:30:40	2.54	0.339	193	5171.92	0.22	0.16	114.1	15.53	34.6	15.337	1.935	8.2	-62.6	273.6	5.5
11/18/2019	16:45:40	2.52	0.339	193	5173.45	0.22	0.16	114.4	15.59	34.6	15.335	1.93	8.2	-62.9	274.7	5.5
11/18/2019	17:00:40	2.52	0.339	194	5167.94	0.22	0.16	114.5	15.6	35.7	15.334	1.927	8.2	-63	274.8	5.5
11/18/2019	17:15:40	2.53	0.339	194	5165.81	0.22	0.16	114.1	15.54	34.6	15.333	1.926	8.2	-62.9	275	5.5
11/18/2019	17:30:40	2.53	0.339	194	5167.84	0.22	0.16	114.3	15.57	35.7	15.334	1.928	8.2	-62.9	275.3	5.5
11/18/2019	17:45:40	2.52	0.339	193	5170.08	0.22	0.16	114.5	15.6	35.7	15.334	1.929	8.2	-62.9	275.6	5.5
11/18/2019	18:00:40	2.53	0.339	193	5169.27	0.22	0.16	114.1	15.54	35.7	15.335	1.931	8.2	-62.9	275.6	5.6
11/18/2019	18:15:40	2.53	0.338	193	5177.44	0.22	0.16	114.2	15.56	35.7	15.335	1.93	8.2	-62.9	275.5	5.6
11/18/2019	18:30:40	2.52	0.339	193	5172.02	0.22	0.16	114.3	15.57	35.7	15.335	1.932	8.21	-63.1	275.5	5.5
11/18/2019	18:45:40	2.53	0.339	193	5174.98	0.22	0.16	114.3	15.56	35.7	15.336	1.932	8.2	-63	275.2	5.5
11/18/2019	19:00:40	2.53	0.339	193	5173.76	0.22	0.16	113.8	15.5	35.7	15.337	1.935	8.2	-63	275.3	5.5
11/18/2019	19:15:40	2.54	0.339	193	5172.23	0.22	0.16	113.6	15.46	34.6	15.337	1.935	8.2	-62.9	275.3	5.5
11/18/2019	19:30:40	2.55	0.338	193	5179.59	0.22	0.16	112.8	15.36	35.7	15.336	1.934	8.2	-62.9	275.3	5.5
11/18/2019	19:45:40	2.55	0.338	193	5181.63	0.22	0.16	112.5	15.31	35.7	15.335	1.931	8.2	-62.9	275.2	5.5
11/18/2019	20:00:40	2.56	0.337	193	5186.96	0.219	0.16	112.9	15.36	35.7	15.334	1.929	8.2	-62.9	275.1	5.5
11/18/2019	20:15:40	2.56	0.337	193	5187.68	0.219	0.16	112.8	15.35	35.7	15.335	1.931	8.2	-62.7	275	5.5
11/18/2019	20:30:40	2.57	0.337	193	5186.25	0.219	0.16	113	15.37	35.7	15.336	1.934	8.2	-62.7	274.8	5.6
11/18/2019	20:45:40	2.57	0.337	193	5184.3	0.219	0.16	112.9	15.36	34.6	15.331	1.92	8.2	-62.7	274.8	5.5
11/18/2019	21:00:40	2.57	0.337	193	5187.79	0.219	0.16	112.2	15.27	35.7	15.331	1.922	8.2	-62.7	274.8	5.6
11/18/2019	21:15:40	2.57	0.337	193	5185.12	0.219	0.16	112.6	15.32	35.7	15.333	1.927	8.2	-62.7	275	5.5
11/18/2019	21:30:40	2.58	0.337	193	5189.53	0.219	0.16	112.5	15.29	34.6	15.336	1.932	8.2	-62.6	275.4	5.5
11/18/2019	21:45:40	2.58	0.337	193	5186.55	0.219	0.16	112	15.23	35.7	15.337	1.936	8.2	-62.6	275.7	5.5
11/18/2019	22:00:40	2.57	0.338	193	5183.37	0.219	0.16	112.5	15.31	35.7	15.333	1.927	8.2	-62.6	275.9	5.5
11/18/2019	22:15:40	2.57	0.338	193	5175.49	0.22	0.16	112.7	15.34	35.7	15.331	1.921	8.2	-62.6	276.1	5.5
11/18/2019	22:30:40	2.57	0.338	193	5172.94	0.22	0.16	112.1	15.25	35.7	15.331	1.921	8.2	-62.6	276.4	5.5
11/18/2019	22:45:40	2.57	0.338	193	5174.17	0.22	0.16	112.3	15.27	35.7	15.325	1.908	8.19	-62.4	276.5	5.5
11/18/2019	23:00:40	2.57	0.338	193	5172.33	0.22	0.16	112	15.23	35.7	15.323	1.903	8.19	-62.3	276.6	5.6
11/18/2019	23:15:40	2.57	0.338	193	5176.21	0.22	0.16	112.5	15.31	35.7	15.322	1.899	8.19	-62.1	276.5	5.5
11/18/2019	23:30:40	2.58	0.338	193	5170.29	0.22	0.16	112.7	15.33	35.7	15.325	1.907	8.19	-62	276.6	5.5
11/18/2019	23:45:40	2.59	0.338	193	5168.66	0.22	0.16	112.6	15.31	35.7	15.327	1.912	8.18	-62	276.6	5.6
11/19/2019	0:00:40	2.6	0.338	194	5166.11	0.22	0.16	112.8	15.33	34.6	15.327	1.913	8.18	-61.9	276.7	5.5
11/19/2019	0:15:40	2.6	0.338	194	5167.74	0.22	0.16	112.6	15.3	34.6	15.325	1.907	8.18	-61.8	276.6	5.5
11/19/2019	0:30:40	2.58	0.338	193	5168.45	0.22	0.16	112.5	15.3	35.7	15.328	1.914	8.17	-61.5	276.6	5.5
11/19/2019	0:45:40	2.58	0.338	193	5168.45	0.22	0.16	112.9	15.35	35.7	15.327	1.912	8.17	-61.5	276.7	5.5
11/19/2019	1:00:40	2.57	0.338	193	5172.43	0.22	0.16	112.5	15.3	35.7	15.326	1.909	8.18	-61.5	276.8	5.5
11/19/2019	1:15:40	2.58	0.338	193	5171.61	0.22	0.16	112	15.24	35.7	15.324	1.904	8.18	-61.6	276.7	5.5
11/19/2019	1:30:40	2.57	0.338	193	5172.33	0.22	0.16	112.6	15.31	35.7	15.323	1.904	8.18	-61.8	276.7	5.5
11/19/2019	1:45:40	2.57	0.338	193	5180.81	0.219	0.16	111.7	15.2	34.6	15.324	1.905	8.18	-61.8	276.9	5.5
11/19/2019	2:00:40	2.57	0.338	193	5182.55	0.219	0.16	112	15.24	34.6	15.328	1.915	8.18	-61.8	276.8	5.5
11/19/2019	2:15:40	2.57	0.338	193	5183.89	0.219	0.16	111.7	15.19	34.6	15.327	1.912	8.18	-62	276.7	5.5
11/19/2019	2:30:40	2.57	0.338	193	5179.59	0.22	0.16	112	15.24	35.7	15.325	1.907	8.18	-62	276.9	5.5
11/19/2019	2:45:40	2.56	0.338	193	5180.4	0.22	0.16	112.2	15.27	35.7	15.322	1.901	8.18	-62	276.9	5.5
11/19/2019	3:00:40	2.56	0.338	193	5182.45	0.22	0.16	112.2	15.27	35.7	15.321	1.897	8.18	-62	277	5.5
11/19/2019	3:15:40	2.56	0.337	193	5187.07	0.219	0.16	112.3	15.28	35.7	15.326	1.909	8.19	-62.1	277.2	5.5
11/19/2019	3:30:40	2.55	0.337	193	5187.68	0.219	0.16	112.6	15.33	35.7	15.33	1.918	8.19	-62.1	277.5	5.5
11/19/2019	3:45:40	2.55	0.337	193	5187.79	0.219	0.16	112.7	15.34	35.7	15.329	1.917	8.19	-62.3	277.8	5.5
11/19/2019	4:00:40	2.54	0.338	193	5184.09	0.22	0.16	112.5	15.32	35.7	15.326	1.911	8.19	-62.2	278	5.5
11/19/2019	4:15:40	2.52	0.337	193	5193.23	0.219	0.16	112.9	15.38	35.7	15.325	1.908	8.19	-62.2	278	5.5
11/19/2019	4:30:40	2.55	0.338	193	5184.19	0.22	0.16	112.2	15.27	35.7	15.327	1.911	8.19	-62.1	278.1	5.6
11/19/2019	4:45:40	2.53	0.338	193	5182.35	0.22	0.16	112.5	15.31	35.7	15.32	1.894	8.18	-62	277.7	5.5
11/19/2019	5:00:40	2.54	0.338	193	5186.14	0.219	0.16	112	15.24	35.7	15.324	1.904	8.19	-62	277.8	5.5
11/19/2019	5:15:40	2.56	0.338	193	5178.77	0.22	0.16	112.1	15.25	35.7	15.323	1.902	8.18	-62	277.8	5.5
11/19/2019	5:30:40	2.56	0.338	193	5178.66	0.22	0.16	112.5	15.31	35.7	15.325	1.907	8.18	-61.8	277.6	5.5
11/19/2019	5:45:40	2.56	0.338	193	5178.77	0.22	0.16	112.6	15.33	35.7	15.328	1.914	8.18	-61.6	277.5	5.5
11/19/2019	6:00:40	2.56	0.338	193	5183.17	0.219	0.16	112.5	15.31	35.7	15.327	1.911	8.18	-61.5	277.2	5.5
11/19/2019	6:15:40	2.56	0.338	193	5183.58	0.219	0.16	112.8	15.36	34.6	15.325	1.907	8.18	-61.6	277.2	5.5
11/19/2019	6:30:40	2.56	0.338	193	5181.33	0.22	0.16	112.9	15.36	35.7	15.326	1.91	8.17	-61.5	277.1	5.5
11/19/2019	6:45:40	2.57	0.338	193	5182.66	0.219	0.16	112.1	15.25	34.6	15.328	1.915	8.18	-61.5	277.7	5.5
11/19/2019	7:00:40	2.57	0.338	193	5180.3	0.22	0.16	112.4	15.29	35.7	15.332	1.924	8.18	-61.6	277.8	5.5
11/19/2019	7:15:40	2.56	0.338	193	5181.02	0.22	0.16	112.6	15.32	34.6	15.332	1.923	8.18	-61.6	278	5.5
11/19/2019	7:30:40	2.56	0.338	193	5178.05	0.22	0.16	112.7	15.34	34.6	15.335	1.931	8.18	-61.6	277.8	5.5
11/19/2019	7:45:40	2.55	0.338	193	5180.51	0.22	0.16	112.7	15.34	35.7	15.34	1.943	8.18	-61.7	277.8	5.5
11/19/2019	8:00:40	2.55	0.338	193	5182.55	0.22	0.16	112.6	15.32	34.6	15.343	1.948	8.18	-61.7	278.3	5.5
11/19/2019	8:15:40	2.56	0.338	193	5181.22	0.22	0.16	112.9	15.36	35.7	15.344	1.951	8.18	-61.8	278.4	5.5
11/19/2019	8:30:40	2.57	0.338	193	5177.23	0.22	0.16	112.9	15.36	34.6	15.347	1.959	8.18	-61.9	278.6	5.5
11/19/2019	8:45:40	2.57	0.338	193	5177.23	0.22	0.16	113.1	15.39	35.7	15.352	1.968	8.18	-61.8	278.7	5.5
11/19/2019	9:00:40	2.57	0.338	193	5181.12	0.219	0.16	113.1	15.38	34.6	15.352	1.968	8.18	-61.7	278.7	5.5
11/19/2019	9:15:40	2.58	0.338	193	5173.35	0.22	0.16	113.1	15.39	35.7	15.352	1.97	8.18	-61.6	278.6	5.5
11/19/2019	9:30:40	2.58	0.338	193	5173.25	0.22	0.16	112.5	15.3	35.7	15.354	1.975	8.18	-61.6	278.8	5.5
11/19/2019	9:45:40	2.59	0.338	193	5172.84	0.22	0.16	112.8	15.34	35.7	15.355	1.977	8.18	-61.8	279.4	5.5
